QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NSW,144,Ashfield North (Reid),128,66.32,65,33.68,193,98.47,3,1.53,196
1,NSW,144,Ashfield REID PPVC,1997,44.01,2541,55.99,4538,98.91,50,1.09,4588
1,NSW,121,Ashfield South (Grayndler),537,80.63,129,19.37,666,99.11,6,0.89,672
1,NSW,251,Ashfield South (Watson),441,67.23,215,32.77,656,98.8,8,1.2,664
1,NSW,251,Ashfield WATSON PPVC,3353,48.72,3529,51.28,6882,98.92,75,1.08,6957
1,NSW,135,Ashford,42,10.55,356,89.45,398,99.5,2,0.5,400
1,NSW,139,Ashley,11,8.15,124,91.85,135,100,0,0,135
1,NSW,250,Ashmont,330,31.95,703,68.05,1033,98.1,20,1.9,1053
1,NSW,249,Ashtonfield,326,39.18,506,60.82,832,98.81,10,1.19,842
1,NSW,106,Asquith (Berowra),592,59.68,400,40.32,992,98.71,13,1.29,1005
1,NSW,108,Asquith (Bradfield),630,56.6,483,43.4,1113,99.02,11,0.98,1124
1,NSW,135,Attunga,53,17.1,257,82.9,310,99.36,2,0.64,312
1,NSW,107,Auburn,1058,55.02,865,44.98,1923,95.53,90,4.47,2013
1,NSW,107,Auburn Central,204,38.27,329,61.73,533,94.67,30,5.33,563
1,NSW,107,Auburn East,273,40.15,407,59.85,680,95.91,29,4.09,709
1,NSW,107,Auburn North,725,52.01,669,47.99,1394,97.76,32,2.24,1426
1,NSW,107,Auburn West,847,42.73,1135,57.27,1982,94.88,107,5.12,2089
1,NSW,114,Austinmer,639,77.83,182,22.17,821,99.03,8,0.97,829
1,NSW,153,Austral,745,38.66,1182,61.34,1927,98.57,28,1.43,1955
1,NSW,132,Avalon,992,62.16,604,37.84,1596,98.58,23,1.42,1619
1,NSW,132,Avalon Beach,366,64.21,204,35.79,570,98.79,7,1.21,577
1,NSW,132,Avalon South,321,71.49,128,28.51,449,97.82,10,2.18,459
1,NSW,150,Avoca,66,42.04,91,57.96,157,99.37,1,0.63,158
1,NSW,146,Avoca Beach,1035,59.38,708,40.62,1743,98.64,24,1.36,1767
1,NSW,139,Baan Baa,26,24.76,79,75.24,105,99.06,1,0.94,106
1,NSW,151,Balgowlah,687,60.58,447,39.42,1134,98.78,14,1.22,1148
1,NSW,151,Balgowlah East,496,64.75,270,35.25,766,99.74,2,0.26,768
1,NSW,151,Balgowlah Heights,1179,64.82,640,35.18,1819,99.29,13,0.71,1832
1,NSW,114,Balgownie,580,57.54,428,42.46,1008,99.12,9,0.88,1017
1,NSW,114,Balgownie Central,618,48.93,645,51.07,1263,98.59,18,1.41,1281
1,NSW,139,Ballimore,13,13.4,84,86.6,97,100,0,0,97
1,NSW,145,Ballina,1274,49.59,1295,50.41,2569,97.75,59,2.25,2628
1,NSW,145,Ballina East,445,44.46,556,55.54,1001,98.72,13,1.28,1014
1,NSW,145,Ballina North,163,50.15,162,49.85,325,99.09,3,0.91,328
1,NSW,138,Ballina PAGE PPVC,1160,35.07,2148,64.93,3308,99.28,24,0.72,3332
1,NSW,145,Ballina RICHMOND PPVC,4473,37.66,7405,62.34,11878,98.87,136,1.13,12014
1,NSW,145,Ballina West,239,38.67,379,61.33,618,99.36,4,0.64,622
1,NSW,121,Balmain,368,75.26,121,24.74,489,98.59,7,1.41,496
1,NSW,121,Balmain Central,1377,77.36,403,22.64,1780,99.55,8,0.45,1788
1,NSW,121,Balmain East,635,76.32,197,23.68,832,99.64,3,0.36,835
1,NSW,151,Balmoral,303,57.93,220,42.07,523,95.26,26,4.74,549
1,NSW,118,Balranald,66,12.69,454,87.31,520,99.24,4,0.76,524
1,NSW,145,Bangalow,845,69.32,374,30.68,1219,98.54,18,1.46,1237
1,NSW,124,Bangor,829,39.09,1292,60.91,2121,99.44,12,0.56,2133
1,NSW,124,Bangor North,202,43.63,261,56.37,463,100,0,0,463
1,NSW,124,Bangor South,167,43.49,217,56.51,384,98.46,6,1.54,390
1,NSW,127,Banksmeadow,754,55.12,614,44.88,1368,99.13,12,0.87,1380
1,NSW,107,Bankstown (Blaxland),578,48.29,619,51.71,1197,96.14,48,3.86,1245
1,NSW,251,Bankstown (Watson),101,42.62,136,57.38,237,94.8,13,5.2,250
1,NSW,103,Bankstown BANKS PPVC,195,38.39,313,61.61,508,97.5,13,2.5,521
1,NSW,107,Bankstown BLAXLAND PPVC,4672,40.69,6809,59.31,11481,98.23,207,1.77,11688
1,NSW,107,Bankstown Central (Blaxland),524,43.09,692,56.91,1216,95.52,57,4.48,1273
1,NSW,251,Bankstown Central (Watson),162,35.76,291,64.24,453,94.97,24,5.03,477
1,NSW,107,Bankstown East,668,49.81,673,50.19,1341,96.2,53,3.8,1394
1,NSW,107,Bankstown North,310,40.95,447,59.05,757,96.68,26,3.32,783
1,NSW,251,Bankstown South,265,32.56,549,67.44,814,95.54,38,4.46,852
1,NSW,251,Bankstown WATSON PPVC,2105,38.69,3336,61.31,5441,97.72,127,2.28,5568
1,NSW,107,Bankstown West,451,35.37,824,64.63,1275,96.44,47,3.56,1322
1,NSW,145,Banora Point,266,33.59,526,66.41,792,98.26,14,1.74,806
1,NSW,145,Banora Point North,337,34.35,644,65.65,981,98.49,15,1.51,996
